기간,구분,성별,합계,동북아시아,동북아시아,동북아시아,동북아시아,동북아시아,동북아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,동남아시아,서남아시아,서남아시아,서남아시아,서남아시아,서남아시아,서남아시아,중앙아시아,중앙아시아,중앙아시아,중앙아시아,중앙아시아,아시아(기타),북미,북미,유럽,유럽,유럽,유럽,유럽,오세아니아,중남미,아프리카,기타
기간,구분,성별,합계,소계,중국,중국(한국계),대만,일본,몽골,소계,베트남,필리핀,태국,인도네시아,캄보디아,미얀마,말레이시아,라오스,동티모르,기타,소계,스리랑카,파키스탄,방글라데시,네팔,기타,소계,우즈베키스탄,카자흐스탄,키르기스탄,기타,아시아(기타),미국,캐나다,소계,러시아,러시아(한국계),영국,기타,오세아니아,중남미,아프리카,기타
2014,송파구,여자,"7,667","5,371",992,"3,977",90,266,46,579,342,134,23,27,27,3,2,,,21,26,,,,,46,,,,,,,996,,,33,,,,,,,616
2014,강동구,계,"9,214","6,731","1,201","4,978",89,358,105,960,615,202,35,19,45,19,19,,,6,168,,,,,76,,,,,,,671,,,23,,,,,,,585
2014,강동구,남자,"3,817","2,749",378,"2,167",46,123,35,301,166,62,15,10,19,19,9,,,1,108,,,,,24,,,,,,,332,,,9,,,,,,,294
2014,강동구,여자,"5,397","3,982",823,"2,811",43,235,70,659,449,140,20,9,26,-,10,,,5,60,,,,,52,,,,,,,339,,,14,,,,,,,291
2015,합계,계,"457,806","356,668","67,340","262,545","10,233","12,172","4,378","26,878","13,596","6,139","1,559","1,148","1,443",426,911,,,"1,656","7,175",,,,,"4,132",,,,,,,"32,699",,,"2,456",,,,,,,"27,798"
2015,합계,남자,"209,169","160,279","25,416","123,583","4,896","4,742","1,642","9,195","4,242","2,108",565,556,592,262,416,,,454,"5,016",,,,,"1,668",,,,,,,"16,717",,,853,,,,,,,"15,441"
2015,합계,여자,"248,637","196,389","41,924","138,962","5,337","7,430","2,736","17,683","9,354","4,031",994,592,851,164,495,,,"1,202","2,159",,,,,"2,464",,,,,,,"15,982",,,"1,603",,,,,,,"12,357"
2015,종로구,계,"12,711","8,596","2,983","4,859",368,274,112,743,369,148,49,39,13,13,26,,,86,652,,,,,138,,,,,,,"1,344",,,64,,,,,,,"1,174"
2015,종로구,남자,"5,670","3,566","1,176","2,107",142,102,39,243,129,42,21,13,6,4,7,,,21,448,,,,,42,,,,,,,713,,,24,,,,,,,634
2015,종로구,여자,"7,041","5,030","1,807","2,752",226,172,73,500,240,106,28,26,7,9,19,,,65,204,,,,,96,,,,,,,631,,,40,,,,,,,540
2015,중구,계,"12,669","8,475","2,127","4,993",718,300,337,570,244,121,31,51,24,10,33,,,56,480,,,,,919,,,,,,,924,,,462,,,,,,,839
2015,중구,남자,"5,800","3,732",878,"2,200",379,141,134,217,83,39,15,30,9,2,20,,,19,290,,,,,394,,,,,,,496,,,199,,,,,,,472
2015,중구,여자,"6,869","4,743","1,249","2,793",339,159,203,353,161,82,16,21,15,8,13,,,37,190,,,,,525,,,,,,,428,,,263,,,,,,,367
2015,용산구,계,"20,512","7,501","1,234","3,655",377,"2,061",174,"1,490",249,801,118,83,32,31,69,,,107,"1,216",,,,,340,,,,,,,"4,861",,,347,,,,,,,"4,757"
2015,용산구,남자,"10,336","3,277",426,"1,553",165,"1,066",67,495,79,227,47,29,12,21,30,,,50,836,,,,,138,,,,,,,"2,460",,,102,,,,,,,"3,028"
2015,용산구,여자,"10,176","4,224",808,"2,102",212,995,107,995,170,574,71,54,20,10,39,,,57,380,,,,,202,,,,,,,"2,401",,,245,,,,,,,"1,729"
2015,성동구,계,"13,382","9,695","2,473","6,515",224,240,243,"1,295",765,279,71,57,31,14,41,,,37,336,,,,,99,,,,,,,"1,001",,,62,,,,,,,894
2015,성동구,남자,"6,081","4,216",998,"2,931",95,72,120,553,295,134,38,42,11,9,15,,,9,273,,,,,43,,,,,,,493,,,18,,,,,,,485
2015,성동구,여자,"7,301","5,479","1,475","3,584",129,168,123,742,470,145,33,15,20,5,26,,,28,63,,,,,56,,,,,,,508,,,44,,,,,,,409
2015,광진구,계,"22,697","19,764","4,423","14,424",150,484,283,"1,008",612,166,48,40,39,9,59,,,35,318,,,,,161,,,,,,,770,,,91,,,,,,,585
2015,광진구,남자,"9,777","8,351","1,590","6,418",73,170,100,348,208,55,10,23,11,5,30,,,6,220,,,,,90,,,,,,,434,,,33,,,,,,,301
2015,광진구,여자,"12,920","11,413","2,833","8,006",77,314,183,660,404,111,38,17,28,4,29,,,29,98,,,,,71,,,,,,,336,,,58,,,,,,,284
2015,동대문구,계,"18,795","14,380","5,204","7,713",353,571,539,"1,527",741,326,75,56,64,25,72,,,168,543,,,,,374,,,,,,,650,,,191,,,,,,,"1,130"
2015,동대문구,남자,"7,605","5,602","1,735","3,413",124,132,198,475,215,125,13,21,26,11,33,,,31,394,,,,,167,,,,,,,334,,,63,,,,,,,570
2015,동대문구,여자,"11,190","8,778","3,469","4,300",229,439,341,"1,052",526,201,62,35,38,14,39,,,137,149,,,,,207,,,,,,,316,,,128,,,,,,,560
2015,중랑구,계,"8,924","6,914","1,379","4,742",100,226,467,"1,177",763,263,71,16,54,1,2,,,7,102,,,,,120,,,,,,,308,,,59,,,,,,,244
2015,중랑구,남자,"3,540","2,782",436,"2,054",47,64,181,325,192,89,16,8,16,-,2,,,2,78,,,,,40,,,,,,,159,,,21,,,,,,,135
2015,중랑구,여자,"5,384","4,132",943,"2,688",53,162,286,852,571,174,55,8,38,1,-,,,5,24,,,,,80,,,,,,,149,,,38,,,,,,,109
2015,성북구,계,"13,747","8,959","4,087","3,469",391,441,571,"1,644",831,368,35,99,74,17,83,,,137,486,,,,,202,,,,,,,"1,143",,,141,,,,,,,"1,172"
2015,성북구,남자,"5,614","3,422","1,498","1,417",168,128,211,498,226,111,9,41,23,6,44,,,38,369,,,,,80,,,,,,,563,,,44,,,,,,,638
2015,성북구,여자,"8,133","5,537","2,589","2,052",223,313,360,"1,146",605,257,26,58,51,11,39,,,99,117,,,,,122,,,,,,,580,,,97,,,,,,,534
2015,강북구,계,"6,743","4,924","1,005","3,388",139,216,176,993,629,206,49,3,92,4,1,,,9,88,,,,,95,,,,,,,343,,,32,,,,,,,268
2015,강북구,남자,"2,568","1,815",321,"1,311",57,74,52,323,181,65,21,1,50,2,-,,,3,65,,,,,41,,,,,,,168,,,13,,,,,,,143
2015,강북구,여자,"4,175","3,109",684,"2,077",82,142,124,670,448,141,28,2,42,2,1,,,6,23,,,,,54,,,,,,,175,,,19,,,,,,,125
2015,도봉구,계,"4,396","2,663",816,"1,489",69,177,112,861,456,276,44,11,53,8,2,,,11,63,,,,,76,,,,,,,410,,,7,,,,,,,316
2015,도봉구,남자,"1,646",926,230,573,37,48,38,285,109,118,18,7,21,7,1,,,4,49,,,,,23,,,,,,,205,,,2,,,,,,,156
2015,도봉구,여자,"2,750","1,737",586,916,32,129,74,576,347,158,26,4,32,1,1,,,7,14,,,,,53,,,,,,,205,,,5,,,,,,,160
2015,노원구,계,"6,660","4,159","1,497","1,936",159,399,168,832,504,187,19,33,52,5,10,,,22,147,,,,,113,,,,,,,805,,,57,,,,,,,547
2015,노원구,남자,"2,740","1,616",536,822,62,127,69,264,143,70,8,19,10,4,4,,,6,105,,,,,56,,,,,,,398,,,20,,,,,,,281
2015,노원구,여자,"3,920","2,543",961,"1,114",97,272,99,568,361,117,11,14,42,1,6,,,16,42,,,,,57,,,,,,,407,,,37,,,,,,,266
2015,은평구,계,"9,284","6,518","1,573","3,633",626,601,85,"1,326",803,256,63,54,90,6,12,,,42,77,,,,,128,,,,,,,704,,,35,,,,,,,496
2015,은평구,남자,"3,804","2,663",548,"1,524",327,235,29,424,225,101,13,27,33,3,3,,,19,53,,,,,55,,,,,,,338,,,9,,,,,,,262
2015,은평구,여자,"5,480","3,855","1,025","2,109",299,366,56,902,578,155,50,27,57,3,9,,,23,24,,,,,73,,,,,,,366,,,26,,,,,,,234
2015,서대문구,계,"14,445","9,222","3,151","2,625","2,527",756,163,"1,427",496,183,145,67,62,61,110,,,303,379,,,,,144,,,,,,,"1,652",,,151,,,,,,,"1,470"
2015,서대문구,남자,"5,775","3,538","1,019","1,062","1,242",168,47,405,133,50,41,21,20,33,46,,,61,217,,,,,49,,,,,,,818,,,46,,,,,,,702
2015,서대문구,여자,"8,670","5,684","2,132","1,563","1,285",588,116,"1,022",363,133,104,46,42,28,64,,,242,162,,,,,95,,,,,,,834,,,105,,,,,,,768
2015,마포구,계,"16,022","10,498","3,212","4,473","1,599","1,116",98,"1,209",418,171,172,53,80,8,45,,,262,293,,,,,153,,,,,,,"1,986",,,112,,,,,,,"1,771"
2015,마포구,남자,"6,970","4,273","1,039","1,928",786,487,33,387,125,56,52,24,51,5,12,,,62,201,,,,,58,,,,,,,"1,041",,,40,,,,,,,970
2015,마포구,여자,"9,052","6,225","2,173","2,545",813,629,65,822,293,115,120,29,29,3,33,,,200,92,,,,,95,,,,,,,945,,,72,,,,,,,801
2015,양천구,계,"9,772","7,364","1,225","5,455",284,319,81,862,471,260,43,11,42,11,4,,,20,74,,,,,44,,,,,,,805,,,27,,,,,,,596
2015,양천구,남자,"4,145","3,133",426,"2,434",146,99,28,295,145,98,15,6,14,7,2,,,8,53,,,,,13,,,,,,,369,,,8,,,,,,,274
2015,양천구,여자,"5,627","4,231",799,"3,021",138,220,53,567,326,162,28,5,28,4,2,,,12,21,,,,,31,,,,,,,436,,,19,,,,,,,322
2015,강서구,계,"13,183","9,522","1,986","6,574",326,547,89,"1,291",631,418,56,66,62,16,21,,,21,204,,,,,150,,,,,,,923,,,92,,,,,,,"1,001"
2015,강서구,남자,"5,867","3,947",688,"2,849",178,196,36,485,170,174,24,44,35,10,19,,,9,134,,,,,63,,,,,,,500,,,38,,,,,,,700
2015,강서구,여자,"7,316","5,575","1,298","3,725",148,351,53,806,461,244,32,22,27,6,2,,,12,70,,,,,87,,,,,,,423,,,54,,,,,,,301
2015,구로구,계,"53,191","50,648","5,319","44,684",253,343,49,"1,175",637,260,51,35,86,33,55,,,18,192,,,,,112,,,,,,,538,,,49,,,,,,,477
2015,구로구,남자,"26,461","25,300","2,181","22,856",122,117,24,407,198,93,13,17,23,22,36,,,5,157,,,,,35,,,,,,,271,,,14,,,,,,,277
2015,구로구,여자,"26,730","25,348","3,138","21,828",131,226,25,768,439,167,38,18,63,11,19,,,13,35,,,,,77,,,,,,,267,,,35,,,,,,,200
2015,금천구,계,"32,974","31,220","3,478","27,419",94,129,100,"1,087",591,253,62,43,91,41,2,,,4,207,,,,,54,,,,,,,189,,,11,,,,,,,206
2015,금천구,남자,"16,289","15,408","1,404","13,878",45,28,53,483,208,107,41,35,52,38,-,,,2,162,,,,,32,,,,,,,105,,,4,,,,,,,95
2015,금천구,여자,"16,685","15,812","2,074","13,541",49,101,47,604,383,146,21,8,39,3,2,,,2,45,,,,,22,,,,,,,84,,,7,,,,,,,111
2015,영등포구,계,"66,952","63,742","6,796","56,227",446,207,66,920,463,182,46,109,30,36,14,,,40,181,,,,,96,,,,,,,"1,152",,,57,,,,,,,804
2015,영등포구,남자,"32,770","31,258","2,985","27,942",231,78,22,331,144,55,24,55,10,27,6,,,10,136,,,,,28,,,,,,,567,,,12,,,,,,,438
2015,영등포구,여자,"34,182","32,484","3,811","28,285",215,129,44,589,319,127,22,54,20,9,8,,,30,45,,,,,68,,,,,,,585,,,45,,,,,,,366
2015,동작구,계,"19,664","16,921","3,966","12,387",218,282,68,799,522,119,39,17,52,10,13,,,27,77,,,,,80,,,,,,,815,,,66,,,,,,,906
2015,동작구,남자,"8,863","7,515","1,558","5,742",88,104,23,286,198,32,13,7,16,3,6,,,11,53,,,,,33,,,,,,,419,,,21,,,,,,,536
2015,동작구,여자,"10,801","9,406","2,408","6,645",130,178,45,513,324,87,26,10,36,7,7,,,16,24,,,,,47,,,,,,,396,,,45,,,,,,,370
2015,관악구,계,"32,996","28,462","3,883","23,838",155,431,155,"1,609",786,231,71,96,128,27,162,,,108,410,,,,,214,,,,,,,992,,,116,,,,,,,"1,193"
2015,관악구,남자,"14,729","12,626","1,473","10,887",63,157,46,536,260,65,19,32,55,14,64,,,27,258,,,,,75,,,,,,,524,,,31,,,,,,,679
2015,관악구,여자,"18,267","15,836","2,410","12,951",92,274,109,"1,073",526,166,52,64,73,13,98,,,81,152,,,,,139,,,,,,,468,,,85,,,,,,,514
2015,서초구,계,"10,667","3,929",940,"2,369",191,402,27,491,159,135,59,23,42,14,21,,,38,202,,,,,82,,,,,,,"3,290",,,59,,,,,,,"2,614"
2015,서초구,남자,"5,077","1,643",442,900,89,202,10,180,53,26,27,17,25,6,9,,,17,128,,,,,36,,,,,,,"1,676",,,24,,,,,,,"1,390"
2015,서초구,여자,"5,590","2,286",498,"1,469",102,200,17,311,106,109,32,6,17,8,12,,,21,74,,,,,46,,,,,,,"1,614",,,35,,,,,,,"1,224"
2015,강남구,계,"12,915","5,009","1,434","2,473",233,835,34,578,232,127,63,33,42,4,25,,,52,236,,,,,95,,,,,,,"4,483",,,90,,,,,,,"2,424"
2015,강남구,남자,"6,334","2,173",722,894,120,429,8,231,100,40,31,15,11,4,12,,,18,182,,,,,36,,,,,,,"2,391",,,36,,,,,,,"1,285"
2015,강남구,여자,"6,581","2,836",712,"1,579",113,406,26,347,132,87,32,18,31,-,13,,,34,54,,,,,59,,,,,,,"2,092",,,54,,,,,,,"1,139"
2015,송파구,계,"14,838","10,326","1,996","7,638",153,466,73,966,560,207,42,34,65,11,8,,,39,122,,,,,71,,,,,,,"1,939",,,53,,,,,,,"1,361"
2015,송파구,남자,"6,581","4,425",717,"3,394",72,204,38,389,216,74,24,13,35,9,4,,,14,84,,,,,18,,,,,,,946,,,20,,,,,,,699
2015,송파구,여자,"8,257","5,901","1,279","4,244",81,262,35,577,344,133,18,21,30,2,4,,,25,38,,,,,53,,,,,,,993,,,33,,,,,,,662
2015,강동구,계,"9,667","7,257","1,153","5,567",80,349,108,998,664,196,37,19,43,11,21,,,7,90,,,,,72,,,,,,,672,,,25,,,,,,,553
2015,강동구,남자,"4,127","3,072",390,"2,494",38,114,36,330,207,62,12,9,17,10,11,,,2,71,,,,,23,,,,,,,329,,,11,,,,,,,291
2015,강동구,여자,"5,540","4,185",763,"3,073",42,235,72,668,457,134,25,10,26,1,10,,,5,19,,,,,49,,,,,,,343,,,14,,,,,,,262
2016,합계,여자,"172,426","132,809","34,156","86,791","3,450","4,393","4,019","14,312","6,809","2,683","2,589",555,519,183,547,109,7,311,"1,235",69,209,146,318,493,"2,247","1,307",639,268,33,531,"10,799","2,966","4,717","1,041",443,443,"2,790","1,150",672,959,29
2016,종로구,계,"10,349","6,824","3,219","2,958",191,195,261,"1,268",576,156,372,49,15,21,22,23,***,34,494,21,49,18,359,47,148,71,59,16,***,75,786,145,354,54,11,56,233,95,72,87,***
2016,종로구,남자,"4,776","2,998","1,361","1,379",75,64,119,497,215,49,172,9,7,14,9,11,***,11,368,15,43,15,258,37,79,34,34,9,***,48,409,71,172,21,7,39,105,47,29,58,***
2016,종로구,여자,"5,573","3,826","1,858","1,579",116,131,142,771,361,107,200,40,8,7,13,12,***,23,126,6,6,***,101,10,69,37,25,7,***,27,377,74,182,33,***,17,128,48,43,29,***
2016,중구,계,"10,200","6,518","2,302","3,226",413,128,449,696,377,99,90,40,20,12,25,8,***,25,236,20,61,5,25,125,896,712,133,45,6,110,529,125,834,279,291,35,229,76,31,144,5
2016,중구,남자,"4,837","3,065","1,065","1,559",222,44,175,270,132,38,27,30,11,7,16,5,***,***,163,16,50,5,16,76,385,297,70,14,***,64,283,62,385,135,115,17,118,31,17,108,***
2016,중구,여자,"5,363","3,453","1,237","1,667",191,84,274,426,245,61,63,10,9,5,9,***,***,21,73,***,11,***,9,49,511,415,63,31,***,46,246,63,449,144,176,18,111,45,14,36,***
2016,용산구,계,"15,283","4,612",862,"2,293",242,"1,034",181,"1,537",225,682,371,59,40,28,72,18,5,37,854,27,320,116,38,353,416,152,173,59,32,246,"3,525",485,"1,363",191,71,229,872,309,164,"1,770",***
2016,용산구,남자,"7,878","2,018",358,"1,039",126,419,76,504,63,166,162,16,17,16,32,11,***,17,643,14,260,86,28,255,235,72,113,31,19,168,"1,782",250,692,52,24,150,466,164,73,"1,347",***
2016,용산구,여자,"7,405","2,594",504,"1,254",116,615,105,"1,033",162,516,209,43,23,12,40,7,***,20,211,13,60,30,10,98,181,80,60,28,13,78,"1,743",235,671,139,47,79,406,145,91,423,***
2016,성동구,계,"10,009","6,973","2,327","4,020",138,147,341,"1,100",488,234,176,63,19,18,72,9,***,17,279,26,95,54,43,61,115,37,49,23,6,61,706,221,293,38,12,30,213,104,62,93,***
2016,성동구,남자,"4,913","3,271","1,049","1,974",62,32,154,504,177,136,70,48,7,10,43,***,***,8,240,26,81,50,38,45,68,21,30,12,5,44,369,110,152,15,5,17,115,55,27,72,***
2016,성동구,여자,"5,096","3,702","1,278","2,046",76,115,187,596,311,98,106,15,12,8,29,7,***,9,39,***,14,***,5,16,47,16,19,11,***,17,337,111,141,23,7,13,98,49,35,21,***
2016,광진구,계,"17,503","14,875","4,290","9,741",95,255,494,930,511,113,124,40,23,21,83,8,***,5,277,11,107,26,28,105,319,206,99,12,***,32,498,158,242,67,8,18,149,61,41,68,***
2016,광진구,남자,"8,092","6,792","1,803","4,687",40,49,213,304,165,34,31,13,7,8,39,5,***,***,202,10,85,19,14,74,197,156,33,6,***,20,280,79,112,28,***,12,71,37,19,50,***
2016,광진구,여자,"9,411","8,083","2,487","5,054",55,206,281,626,346,79,93,27,16,13,44,***,***,5,75,***,22,7,14,31,122,50,66,6,***,12,218,79,130,39,7,6,78,24,22,18,***
2016,동대문구,계,"16,191","11,770","5,671","4,520",297,374,908,"1,647",880,232,216,65,55,37,97,23,***,38,287,24,42,54,69,98,454,247,148,41,18,247,416,114,750,162,69,37,482,81,155,264,6
2016,동대문구,남자,"6,888","4,817","2,086","2,206",93,52,380,607,338,84,81,20,15,12,35,8,***,12,213,19,39,37,46,72,244,139,84,13,8,163,197,55,299,56,31,27,185,41,66,182,***
2016,동대문구,여자,"9,303","6,953","3,585","2,314",204,322,528,"1,040",542,148,135,45,40,25,62,15,***,26,74,5,***,17,23,26,210,108,64,28,10,84,219,59,451,106,38,10,297,40,89,82,***
2016,중랑구,계,"5,770","4,485",670,"2,697",65,107,946,754,442,122,145,13,23,6,***,***,***,***,77,***,9,40,23,***,101,87,8,5,***,12,179,56,71,17,11,15,28,21,6,7,***
2016,중랑구,남자,"2,424","1,991",277,"1,244",32,16,422,172,96,23,32,11,***,5,***,***,***,***,56,***,7,37,8,***,24,23,***,***,***,9,92,27,36,***,5,8,19,10,***,5,***
2016,중랑구,여자,"3,346","2,494",393,"1,453",33,91,524,582,346,99,113,***,21,***,***,***,***,***,21,***,***,***,15,***,77,64,7,5,***,***,87,29,35,13,6,7,9,11,***,***,***
2016,성북구,계,"12,177","7,890","4,548","1,888",253,281,920,"1,563",789,288,197,95,27,13,99,10,5,40,342,14,80,71,61,116,290,104,161,23,***,178,826,202,498,104,20,69,305,94,106,186,***
2016,성북구,남자,"5,356","3,272","1,897",845,107,57,366,566,293,92,58,42,5,6,47,5,***,14,256,12,62,53,37,92,146,62,76,7,***,152,395,98,231,31,10,38,152,60,43,136,***
2016,성북구,여자,"6,821","4,618","2,651","1,043",146,224,554,997,496,196,139,53,22,7,52,5,***,26,86,***,18,18,24,24,144,42,85,16,***,26,431,104,267,73,10,31,153,34,63,50,***
2016,강북구,계,"4,295","3,150",666,"1,915",79,107,383,573,325,102,99,6,33,***,***,***,***,***,55,***,19,7,20,7,68,45,16,7,***,22,248,46,77,25,5,13,34,30,***,17,6
2016,강북구,남자,"1,718","1,291",255,845,34,20,137,131,64,21,28,***,12,***,***,***,***,***,38,***,14,6,13,***,20,14,5,***,***,19,128,21,40,6,***,11,21,17,***,11,***
2016,강북구,여자,"2,577","1,859",411,"1,070",45,87,246,442,261,81,71,***,21,***,***,***,***,***,17,***,5,***,7,***,48,31,11,6,***,***,120,25,37,19,***,***,13,13,***,6,5
2016,도봉구,계,"2,580","1,418",400,751,37,79,151,571,263,179,77,10,27,13,***,***,***,***,63,***,18,6,38,***,85,64,11,10,***,***,260,67,67,8,8,14,37,22,11,14,***
2016,도봉구,남자,"1,043",554,145,315,21,17,56,187,52,83,27,6,6,13,***,***,***,***,53,***,17,6,29,***,30,24,***,***,***,***,127,32,33,***,***,10,17,14,***,8,***
2016,도봉구,여자,"1,537",864,255,436,16,62,95,384,211,96,50,***,21,***,***,***,***,***,10,***,***,***,9,***,55,40,8,7,***,***,133,35,34,5,5,***,20,8,8,6,***
2016,노원구,계,"4,691","2,799","1,230",926,111,180,352,633,359,97,85,22,22,27,14,5,***,***,93,***,18,14,13,48,132,98,31,***,***,41,576,143,145,45,9,22,69,61,24,43,***
2016,노원구,남자,"2,155","1,235",609,427,36,32,131,211,109,24,30,14,***,20,9,***,***,***,69,***,10,11,9,39,86,70,16,***,***,31,274,80,93,25,***,16,48,32,11,32,***
2016,노원구,여자,"2,536","1,564",621,499,75,148,221,422,250,73,55,8,19,7,5,***,***,***,24,***,8,***,***,9,46,28,15,***,***,10,302,63,52,20,5,6,21,29,13,11,***
2016,은평구,계,"5,429","3,692",869,"1,989",409,349,76,713,398,117,119,17,34,11,10,***,***,***,70,11,15,15,14,15,115,80,22,13,***,5,441,118,154,36,17,21,80,54,17,47,***
2016,은평구,남자,"2,371","1,665",395,915,216,116,23,175,87,27,31,10,6,8,***,***,***,***,54,10,15,11,9,9,56,34,16,6,***,***,218,61,74,14,***,14,42,24,7,31,***
2016,은평구,여자,"3,058","2,027",474,"1,074",193,233,53,538,311,90,88,7,28,***,8,***,***,***,16,***,***,***,5,6,59,46,6,7,***,***,223,57,80,22,13,7,38,30,10,16,***
2016,서대문구,계,"11,839","7,436","3,410","1,624","1,728",486,188,"1,336",480,122,341,82,46,27,116,9,***,110,222,9,37,27,30,119,210,74,94,36,6,99,"1,159",235,785,97,33,108,547,118,104,133,***
2016,서대문구,남자,"4,455","2,676","1,053",679,811,77,56,397,148,29,118,11,11,10,32,***,***,34,142,6,25,14,21,76,97,27,56,9,5,59,509,110,321,23,16,62,220,56,34,54,***
2016,서대문구,여자,"7,384","4,760","2,357",945,917,409,132,939,332,93,223,71,35,17,84,6,***,76,80,***,12,13,9,43,113,47,38,27,***,40,650,125,464,74,17,46,327,62,70,79,***
2016,마포구,계,"11,401","7,125","3,056","2,433","1,011",546,79,946,289,83,344,48,33,20,66,7,***,56,224,***,31,23,57,110,163,64,65,30,***,84,"1,302",352,716,62,24,111,519,166,77,244,***
2016,마포구,남자,"4,978","2,780","1,101","1,055",447,148,29,319,85,20,140,10,13,9,25,***,***,15,156,***,24,12,37,80,85,26,36,19,***,54,681,184,347,17,8,61,261,95,45,231,***
2016,마포구,여자,"6,423","4,345","1,955","1,378",564,398,50,627,204,63,204,38,20,11,41,5,***,41,68,***,7,11,20,30,78,38,29,11,***,30,621,168,369,45,16,50,258,71,32,13,***
2016,양천구,계,"5,646","4,220",784,"3,080",157,118,81,512,261,139,75,6,18,***,***,***,***,5,48,19,10,6,7,6,34,20,13,***,***,***,510,164,65,13,***,21,29,62,7,21,***
2016,양천구,남자,"2,637","2,038",350,"1,552",92,19,25,129,52,46,20,***,***,***,***,***,***,***,43,19,10,5,5,***,10,***,7,***,***,***,269,67,33,***,***,14,16,31,***,11,***
2016,양천구,여자,"3,009","2,182",434,"1,528",65,99,56,383,209,93,55,***,15,***,***,***,***,***,5,***,***,***,***,***,24,17,6,***,***,***,241,97,32,10,***,7,13,31,***,10,***
2016,강서구,계,"8,319","5,699","1,136","4,106",171,204,82,987,369,187,118,35,112,108,44,7,***,7,109,***,22,24,8,52,137,71,47,15,***,15,577,187,323,66,21,54,182,133,83,66,***
2016,강서구,남자,"4,039","2,564",484,"1,931",87,35,27,455,101,53,49,21,89,102,35,***,***,***,85,***,19,19,7,39,85,39,36,6,***,12,289,106,238,40,5,42,151,84,65,55,***
2016,강서구,여자,"4,280","3,135",652,"2,175",84,169,55,532,268,134,69,14,23,6,9,5,***,***,24,***,***,5,***,13,52,32,11,9,***,***,288,81,85,26,16,12,31,49,18,11,***
2016,구로구,계,"40,530","38,830","5,437","32,997",158,154,84,764,365,120,113,14,49,44,53,5,***,***,129,20,46,31,13,19,107,43,56,7,***,8,302,112,153,29,28,21,75,67,25,31,***
2016,구로구,남자,"21,865","20,991","2,601","18,239",84,32,35,288,120,47,36,9,17,30,28,***,***,***,117,20,43,30,7,17,72,24,43,***,***,7,163,66,78,9,13,15,41,40,16,26,***
2016,구로구,여자,"18,665","17,839","2,836","14,758",74,122,49,476,245,73,77,5,32,14,25,***,***,***,12,***,***,***,6,***,35,19,13,***,***,***,139,46,75,20,15,6,34,27,9,5,***
2016,금천구,계,"25,029","23,704","2,888","20,590",45,64,117,874,395,183,129,51,79,33,***,***,***,***,170,18,28,40,49,35,55,32,9,14,***,***,110,42,41,13,***,***,20,20,5,7,***
2016,금천구,남자,"13,379","12,668","1,406","11,171",24,8,59,424,150,91,59,38,53,31,***,***,***,***,134,18,24,36,33,23,32,20,6,6,***,***,57,18,21,5,***,***,11,15,***,5,***
2016,금천구,여자,"11,650","11,036","1,482","9,419",21,56,58,450,245,92,70,13,26,***,***,***,***,***,36,***,***,***,16,12,23,12,***,8,***,***,53,24,20,8,***,***,9,5,***,***,***
2016,영등포구,계,"47,757","45,529","5,953","39,120",286,113,57,670,260,94,108,97,24,68,9,5,***,5,131,6,34,20,35,36,61,27,20,12,***,16,720,231,201,29,21,29,122,100,38,55,5
2016,영등포구,남자,"25,145","24,027","3,009","20,821",146,24,27,251,68,21,40,51,12,53,***,***,***,***,106,5,31,20,26,24,25,10,10,***,***,9,375,113,110,9,6,18,77,57,26,42,***
2016,영등포구,여자,"22,612","21,502","2,944","18,299",140,89,30,419,192,73,68,46,12,15,5,***,***,5,25,***,***,***,9,12,36,17,10,9,***,7,345,118,91,20,15,11,45,43,12,13,***
2016,동작구,계,"15,412","12,986","3,713","8,952",108,123,90,805,508,55,136,26,25,13,21,8,***,13,143,53,41,7,6,36,117,63,41,13,***,17,592,191,295,48,11,24,212,71,41,152,***
2016,동작구,남자,"7,291","6,074","1,563","4,402",48,27,34,319,208,14,50,11,10,6,7,5,***,8,94,30,32,5,***,26,69,40,24,5,***,14,303,91,152,10,6,18,118,35,25,115,***
2016,동작구,여자,"8,121","6,912","2,150","4,550",60,96,56,486,300,41,86,15,15,7,14,***,***,5,49,23,9,***,5,10,48,23,17,8,***,***,289,100,143,38,5,6,94,36,16,37,***
2016,관악구,계,"24,466","20,633","3,569","16,516",122,210,216,"1,273",570,128,188,90,70,19,143,27,***,38,318,14,66,52,39,147,233,109,81,35,8,105,689,198,625,106,35,68,416,101,117,165,9
2016,관악구,남자,"11,675","9,854","1,569","8,125",28,49,83,426,178,27,55,31,33,8,65,17,***,12,225,10,53,38,26,98,107,50,38,14,5,64,368,99,288,26,13,45,204,58,60,121,5
2016,관악구,여자,"12,791","10,779","2,000","8,391",94,161,133,847,392,101,133,59,37,11,78,10,***,26,93,***,13,14,13,49,126,59,43,21,***,41,321,99,337,80,22,23,212,43,57,44,***
2016,서초구,계,"6,667","2,257",727,"1,266",94,144,26,406,92,109,100,10,34,15,20,8,***,18,86,***,5,6,7,64,95,30,47,11,7,93,"2,153",652,593,37,6,59,491,200,60,69,***
2016,서초구,남자,"3,291","1,071",476,505,36,44,10,154,32,15,42,6,21,10,13,6,***,9,55,***,5,***,***,42,62,16,31,8,7,56,"1,087",270,338,19,***,35,280,105,35,55,***
